IP 地址,已发�?已接�?丢包�?平均延迟,下载速度 (MB/s),,,
104.25.121.22,1,1,0,218.92,0
104.19.24.92,1,1,0,218.92,0
104.24.37.109,1,1,0,218.92,0
104.16.233.41,1,1,0,218.93,0
104.18.217.86,1,1,0,218.93,0
104.16.99.117,1,1,0,218.93,0
104.27.25.0,1,1,0,218.93,0
172.65.45.15,1,1,0,218.94,0
104.16.38.78,1,1,0,218.94,0
141.101.115.15,1,1,0,218.95,0
172.67.53.5,1,1,0,218.96,0
104.16.93.86,1,1,0,218.96,0
104.27.110.51,1,1,0,218.97,0
104.19.21.167,1,1,0,218.97,0
104.16.215.107,1,1,0,218.97,0
104.17.161.202,1,1,0,218.98,0
104.19.144.214,1,1,0,218.98,0
104.16.34.173,1,1,0,218.99,0
172.65.99.35,1,1,0,219,0
104.16.64.2,1,1,0,219,0
104.16.13.20,1,1,0,219,0
104.21.223.124,1,1,0,219.01,0
104.16.38.128,1,1,0,219.01,0
104.17.1.8,1,1,0,219.02,0
104.18.76.236,1,1,0,219.02,0
104.16.93.95,1,1,0,219.02,0
104.27.37.215,1,1,0,219.03,0
104.25.131.225,1,1,0,219.03,0
104.29.66.84,1,1,0,219.03,0
104.27.107.210,1,1,0,219.04,0
104.27.99.79,1,1,0,219.05,0
104.16.24.73,1,1,0,219.05,0
104.19.10.68,1,1,0,219.05,0
172.65.211.115,1,1,0,219.05,0
172.65.211.116,1,1,0,219.05,0
104.16.24.70,1,1,0,219.06,0
172.67.13.166,1,1,0,219.06,0
198.41.217.17,1,1,0,219.07,0
162.159.1.134,1,1,0,219.07,0
172.67.41.106,1,1,0,219.07,0
104.27.195.27,1,1,0,219.08,0
104.16.143.108,1,1,0,219.08,0
104.16.37.25,1,1,0,219.09,0
172.65.45.3,1,1,0,219.09,0
104.24.20.167,1,1,0,219.1,0
104.16.38.162,1,1,0,219.1,0
104.17.127.122,1,1,0,219.11,0
172.65.100.209,1,1,0,219.11,0
172.64.42.230,1,1,0,219.11,0
104.23.136.249,1,1,0,219.12,0
104.23.105.165,1,1,0,219.12,0
162.159.25.63,1,1,0,219.13,0
104.27.101.141,1,1,0,219.14,0
104.25.128.68,1,1,0,219.14,0
104.16.58.230,1,1,0,219.15,0
104.16.152.41,1,1,0,219.16,0
104.20.213.204,1,1,0,219.16,0
104.16.47.90,1,1,0,219.16,0
104.16.249.67,1,1,0,219.18,0
104.16.125.132,1,1,0,219.18,0
162.159.24.229,1,1,0,219.18,0
172.67.58.63,1,1,0,219.18,0
172.64.32.56,1,1,0,219.18,0
104.25.125.57,1,1,0,219.19,0
104.23.137.31,1,1,0,219.2,0
198.41.221.121,1,1,0,219.2,0
104.16.10.207,1,1,0,219.21,0
172.67.16.1,1,1,0,219.21,0
104.16.144.96,1,1,0,219.21,0
104.16.62.243,1,1,0,219.22,0
172.67.29.232,1,1,0,219.22,0
104.16.169.87,1,1,0,219.22,0
172.64.69.236,1,1,0,219.22,0
172.65.212.71,1,1,0,219.23,0
104.16.167.103,1,1,0,219.23,0
104.18.218.111,1,1,0,219.23,0
104.16.173.109,1,1,0,219.24,0
104.25.118.253,1,1,0,219.24,0
104.16.11.208,1,1,0,219.25,0
162.159.137.62,1,1,0,219.25,0
104.16.67.143,1,1,0,219.25,0
104.16.64.9,1,1,0,219.25,0
104.25.116.251,1,1,0,219.26,0
104.16.84.187,1,1,0,219.26,0
104.16.91.173,1,1,0,219.27,0
162.159.11.208,1,1,0,219.27,0
172.67.25.58,1,1,0,219.28,0
104.16.56.204,1,1,0,219.28,0
104.25.132.192,1,1,0,219.28,0
172.67.39.195,1,1,0,219.29,0
172.65.44.240,1,1,0,219.29,0
104.16.59.68,1,1,0,219.29,0
172.67.42.25,1,1,0,219.3,0
104.27.125.33,1,1,0,219.31,0
104.16.210.43,1,1,0,219.31,0
104.16.210.40,1,1,0,219.31,0
104.16.178.75,1,1,0,219.31,0
104.26.10.178,1,1,0,219.32,0
104.16.42.96,1,1,0,219.32,0
104.18.218.147,1,1,0,219.32,0
104.23.125.98,1,1,0,219.33,0
104.27.107.65,1,1,0,219.34,0
104.21.27.238,1,1,0,219.35,0
104.16.187.237,1,1,0,219.35,0
104.25.96.144,1,1,0,219.36,0
104.18.77.30,1,1,0,219.36,0
104.25.120.46,1,1,0,219.36,0
104.16.114.119,1,1,0,219.37,0
104.16.203.97,1,1,0,219.38,0
104.19.24.43,1,1,0,219.38,0
104.16.173.190,1,1,0,219.38,0
104.21.217.89,1,1,0,219.38,0
172.64.50.88,1,1,0,219.38,0
104.21.29.47,1,1,0,219.39,0
104.20.245.180,1,1,0,219.39,0
104.23.137.80,1,1,0,219.4,0
188.114.96.79,1,1,0,219.4,0
104.16.168.113,1,1,0,219.41,0
104.23.116.94,1,1,0,219.41,0
104.19.197.216,1,1,0,219.41,0
172.64.48.202,1,1,0,219.41,0
104.16.170.131,1,1,0,219.41,0
104.16.170.129,1,1,0,219.41,0
104.16.157.86,1,1,0,219.42,0
104.25.133.67,1,1,0,219.43,0
162.159.194.139,1,1,0,219.43,0
172.67.40.55,1,1,0,219.44,0
172.67.40.68,1,1,0,219.44,0
162.159.141.189,1,1,0,219.44,0
104.17.35.165,1,1,0,219.44,0
104.18.15.129,1,1,0,219.45,0
104.16.180.204,1,1,0,219.46,0
104.25.124.150,1,1,0,219.46,0
198.41.195.133,1,1,0,219.46,0
104.20.226.85,1,1,0,219.47,0
104.27.127.212,1,1,0,219.47,0
104.16.38.123,1,1,0,219.48,0
104.16.173.184,1,1,0,219.49,0
104.16.97.72,1,1,0,219.49,0
104.16.38.82,1,1,0,219.5,0
104.16.110.60,1,1,0,219.5,0
104.25.141.173,1,1,0,219.5,0
104.16.38.118,1,1,0,219.51,0
104.16.249.99,1,1,0,219.53,0
104.16.161.123,1,1,0,219.53,0
172.64.42.118,1,1,0,219.53,0
104.20.198.149,1,1,0,219.53,0
104.18.199.155,1,1,0,219.53,0
104.18.182.82,1,1,0,219.53,0
104.16.8.153,1,1,0,219.54,0
104.18.250.198,1,1,0,219.54,0
104.16.67.30,1,1,0,219.54,0
104.25.116.222,1,1,0,219.55,0
104.16.161.46,1,1,0,219.55,0
104.16.34.150,1,1,0,219.56,0
104.16.61.208,1,1,0,219.56,0
104.21.199.222,1,1,0,219.56,0
104.27.104.240,1,1,0,219.58,0
104.16.143.102,1,1,0,219.59,0
104.16.173.114,1,1,0,219.59,0
162.159.241.192,1,1,0,219.59,0
104.26.7.146,1,1,0,219.59,0
104.19.54.13,1,1,0,219.59,0
104.18.177.118,1,1,0,219.59,0
104.16.59.194,1,1,0,219.6,0
104.16.8.76,1,1,0,219.61,0
104.16.182.32,1,1,0,219.61,0
172.65.98.229,1,1,0,219.62,0
104.27.194.83,1,1,0,219.63,0
104.16.12.247,1,1,0,219.63,0
104.16.126.120,1,1,0,219.63,0
104.16.68.63,1,1,0,219.64,0
104.16.148.117,1,1,0,219.64,0
104.16.80.25,1,1,0,219.65,0
104.25.120.171,1,1,0,219.65,0
104.16.16.5,1,1,0,219.66,0
104.17.224.138,1,1,0,219.67,0
104.16.13.29,1,1,0,219.67,0
104.16.110.64,1,1,0,219.68,0
104.16.17.93,1,1,0,219.68,0
198.41.221.151,1,1,0,219.68,0
104.16.255.231,1,1,0,219.69,0
172.67.48.120,1,1,0,219.7,0
104.16.255.232,1,1,0,219.71,0
104.20.242.17,1,1,0,219.72,0
104.20.197.245,1,1,0,219.72,0
172.67.42.93,1,1,0,219.73,0
104.17.147.21,1,1,0,219.73,0
162.159.11.29,1,1,0,219.74,0
104.16.100.214,1,1,0,219.74,0
104.16.127.199,1,1,0,219.76,0
104.16.91.67,1,1,0,219.76,0
104.24.16.96,1,1,0,219.77,0
198.41.212.246,1,1,0,219.77,0
104.16.23.186,1,1,0,219.77,0
104.18.170.192,1,1,0,219.78,0
104.16.97.80,1,1,0,219.79,0
104.20.201.243,1,1,0,219.8,0
104.16.211.250,1,1,0,219.8,0
104.25.129.225,1,1,0,219.8,0
104.18.222.128,1,1,0,219.8,0
172.67.4.192,1,1,0,219.81,0
104.24.3.235,1,1,0,219.81,0
162.159.35.222,1,1,0,219.81,0
104.16.29.127,1,1,0,219.81,0
104.16.26.25,1,1,0,219.81,0
104.16.97.176,1,1,0,219.81,0
104.20.204.173,1,1,0,219.81,0
104.16.253.202,1,1,0,219.81,0
104.16.53.123,1,1,0,219.82,0
104.23.97.103,1,1,0,219.82,0
104.16.42.94,1,1,0,219.82,0
104.25.122.101,1,1,0,219.83,0
172.67.19.42,1,1,0,219.83,0
104.16.173.157,1,1,0,219.85,0
104.16.82.154,1,1,0,219.86,0
104.23.96.226,1,1,0,219.86,0
104.24.29.6,1,1,0,219.86,0
104.16.8.31,1,1,0,219.86,0
104.16.147.197,1,1,0,219.86,0
104.16.147.196,1,1,0,219.86,0
104.16.8.61,1,1,0,219.86,0
104.25.95.248,1,1,0,219.86,0
162.159.141.48,1,1,0,219.87,0
104.16.160.130,1,1,0,219.87,0
104.16.21.163,1,1,0,219.87,0
162.159.141.54,1,1,0,219.87,0
104.23.135.144,1,1,0,219.87,0
104.25.125.202,1,1,0,219.88,0
162.159.29.202,1,1,0,219.88,0
162.159.35.178,1,1,0,219.89,0
104.20.234.165,1,1,0,219.92,0
104.25.123.104,1,1,0,219.92,0
172.67.10.155,1,1,0,219.93,0
104.19.143.53,1,1,0,219.94,0
162.159.25.185,1,1,0,219.94,0
104.23.119.215,1,1,0,219.94,0
104.16.145.3,1,1,0,219.94,0
104.16.181.16,1,1,0,219.94,0
104.16.197.111,1,1,0,219.95,0
104.16.16.174,1,1,0,219.95,0
104.20.132.105,1,1,0,219.95,0
104.20.137.195,1,1,0,219.96,0
104.25.130.6,1,1,0,219.97,0
104.16.64.27,1,1,0,219.97,0
104.20.175.246,1,1,0,219.97,0
104.16.253.223,1,1,0,219.97,0
104.20.198.183,1,1,0,219.97,0
104.18.240.130,1,1,0,219.98,0
104.25.111.100,1,1,0,219.98,0
104.17.19.243,1,1,0,219.98,0
104.18.153.157,1,1,0,219.98,0
162.159.36.91,1,1,0,219.99,0
104.20.218.207,1,1,0,219.99,0
104.17.1.24,1,1,0,220,0
104.16.97.190,1,1,0,220.01,0
104.16.109.40,1,1,0,220.02,0
162.159.6.36,1,1,0,220.03,0
104.20.161.189,1,1,0,220.03,0
104.26.2.131,1,1,0,220.04,0
141.101.115.72,1,1,0,220.04,0
162.159.25.47,1,1,0,220.05,0
104.17.0.238,1,1,0,220.05,0
104.16.42.95,1,1,0,220.06,0
104.20.3.186,1,1,0,220.06,0
104.16.169.60,1,1,0,220.06,0
104.20.153.254,1,1,0,220.06,0
104.20.154.1,1,1,0,220.06,0
162.159.252.96,1,1,0,220.07,0
104.18.251.147,1,1,0,220.08,0
104.16.135.132,1,1,0,220.08,0
104.20.201.1,1,1,0,220.09,0
104.24.58.78,1,1,0,220.09,0
104.16.67.25,1,1,0,220.09,0
104.19.25.226,1,1,0,220.1,0
104.18.220.175,1,1,0,220.1,0
104.20.251.252,1,1,0,220.1,0
162.159.25.42,1,1,0,220.1,0
172.67.50.63,1,1,0,220.1,0
104.16.126.127,1,1,0,220.1,0
104.29.50.3,1,1,0,220.1,0
162.159.196.211,1,1,0,220.11,0
104.16.24.68,1,1,0,220.11,0
104.20.221.219,1,1,0,220.11,0
104.16.88.242,1,1,0,220.12,0
104.16.24.74,1,1,0,220.12,0
172.65.208.152,1,1,0,220.12,0
104.25.116.237,1,1,0,220.12,0
104.20.235.37,1,1,0,220.12,0
104.18.215.70,1,1,0,220.13,0
104.20.213.239,1,1,0,220.14,0
141.101.90.216,1,1,0,220.14,0
104.16.109.132,1,1,0,220.14,0
104.16.139.219,1,1,0,220.15,0
104.16.139.221,1,1,0,220.15,0
104.16.253.232,1,1,0,220.15,0
198.41.203.121,1,1,0,220.16,0
104.16.233.47,1,1,0,220.16,0
198.41.222.113,1,1,0,220.17,0
104.16.152.16,1,1,0,220.17,0
172.67.16.69,1,1,0,220.18,0
104.22.1.205,1,1,0,220.18,0
104.25.127.129,1,1,0,220.18,0
104.20.136.70,1,1,0,220.18,0
104.20.246.154,1,1,0,220.18,0
104.25.123.63,1,1,0,220.18,0
104.16.216.65,1,1,0,220.18,0
104.27.194.219,1,1,0,220.19,0
104.27.120.187,1,1,0,220.19,0
104.16.173.182,1,1,0,220.19,0
104.17.21.47,1,1,0,220.19,0
104.16.109.135,1,1,0,220.19,0
104.27.7.248,1,1,0,220.2,0
104.23.103.201,1,1,0,220.21,0
104.16.174.127,1,1,0,220.21,0
104.16.39.89,1,1,0,220.22,0
162.159.29.192,1,1,0,220.23,0
104.16.118.170,1,1,0,220.24,0
104.16.101.68,1,1,0,220.24,0
198.41.211.53,1,1,0,220.24,0
104.27.110.169,1,1,0,220.24,0
172.67.13.108,1,1,0,220.25,0
104.20.217.138,1,1,0,220.25,0
104.23.120.246,1,1,0,220.25,0
104.16.84.220,1,1,0,220.25,0
104.16.215.8,1,1,0,220.26,0
162.159.244.208,1,1,0,220.26,0
104.17.31.68,1,1,0,220.27,0
104.16.144.4,1,1,0,220.27,0
104.29.76.149,1,1,0,220.27,0
104.16.143.94,1,1,0,220.27,0
104.31.16.108,1,1,0,220.27,0
172.65.156.65,1,1,0,220.27,0
104.17.36.208,1,1,0,220.28,0
104.18.168.109,1,1,0,220.28,0
104.16.13.33,1,1,0,220.29,0
104.25.126.131,1,1,0,220.3,0
104.21.233.133,1,1,0,220.3,0
104.16.80.213,1,1,0,220.3,0
172.67.5.84,1,1,0,220.3,0
104.16.93.113,1,1,0,220.31,0
104.24.14.37,1,1,0,220.31,0
162.159.128.15,1,1,0,220.31,0
104.16.173.6,1,1,0,220.31,0
104.18.218.155,1,1,0,220.32,0
104.16.202.188,1,1,0,220.32,0
104.16.17.21,1,1,0,220.32,0
104.16.12.219,1,1,0,220.32,0
104.20.224.164,1,1,0,220.33,0
104.19.236.96,1,1,0,220.34,0
104.23.113.151,1,1,0,220.34,0
104.17.29.151,1,1,0,220.34,0
104.16.122.203,1,1,0,220.34,0
104.16.21.201,1,1,0,220.35,0
104.24.9.160,1,1,0,220.35,0
104.16.51.111,1,1,0,220.35,0
104.22.37.113,1,1,0,220.35,0
104.16.8.1,1,1,0,220.36,0
104.16.144.59,1,1,0,220.37,0
104.25.101.232,1,1,0,220.37,0
104.16.214.15,1,1,0,220.37,0
104.16.93.92,1,1,0,220.38,0
104.16.91.68,1,1,0,220.38,0
104.16.118.174,1,1,0,220.38,0
104.16.223.69,1,1,0,220.39,0
104.25.131.204,1,1,0,220.39,0
172.66.44.21,1,1,0,220.39,0
104.16.55.199,1,1,0,220.39,0
104.27.196.199,1,1,0,220.4,0
104.16.87.162,1,1,0,220.41,0
104.27.197.119,1,1,0,220.41,0
104.16.93.99,1,1,0,220.41,0
104.23.97.254,1,1,0,220.41,0
104.25.141.9,1,1,0,220.41,0
162.159.6.241,1,1,0,220.42,0
104.24.9.110,1,1,0,220.43,0
104.16.210.159,1,1,0,220.43,0
104.18.0.140,1,1,0,220.43,0
162.159.129.119,1,1,0,220.43,0
172.65.40.192,1,1,0,220.43,0
104.25.109.228,1,1,0,220.44,0
104.27.54.228,1,1,0,220.44,0
104.26.2.125,1,1,0,220.45,0
162.159.25.101,1,1,0,220.45,0
172.65.37.226,1,1,0,220.45,0
104.16.136.4,1,1,0,220.45,0
104.20.205.104,1,1,0,220.45,0
104.23.133.168,1,1,0,220.46,0
104.16.205.44,1,1,0,220.46,0
172.67.10.157,1,1,0,220.47,0
104.16.226.72,1,1,0,220.47,0
162.159.20.136,1,1,0,220.48,0
104.16.13.9,1,1,0,220.49,0
104.23.135.212,1,1,0,220.49,0
172.67.57.145,1,1,0,220.49,0
104.20.219.224,1,1,0,220.5,0
104.18.170.105,1,1,0,220.5,0
104.16.167.110,1,1,0,220.5,0
172.64.50.74,1,1,0,220.51,0
104.16.8.17,1,1,0,220.52,0
172.65.149.209,1,1,0,220.52,0
162.159.2.154,1,1,0,220.53,0
172.65.155.52,1,1,0,220.53,0
172.65.151.211,1,1,0,220.54,0
104.19.216.123,1,1,0,220.54,0
104.16.80.218,1,1,0,220.54,0
104.18.215.59,1,1,0,220.55,0
104.16.92.84,1,1,0,220.55,0
104.18.227.125,1,1,0,220.55,0
162.159.11.9,1,1,0,220.56,0
104.27.200.226,1,1,0,220.56,0
104.27.195.41,1,1,0,220.56,0
162.159.202.209,1,1,0,220.56,0
104.16.124.141,1,1,0,220.56,0
104.16.201.9,1,1,0,220.56,0
162.159.250.156,1,1,0,220.57,0
104.16.42.92,1,1,0,220.57,0
104.16.24.57,1,1,0,220.57,0
104.16.29.173,1,1,0,220.58,0
104.16.143.187,1,1,0,220.58,0
104.16.91.169,1,1,0,220.6,0
104.16.173.118,1,1,0,220.6,0
104.27.105.35,1,1,0,220.61,0
172.67.48.107,1,1,0,220.61,0
104.16.92.67,1,1,0,220.61,0
162.159.196.192,1,1,0,220.62,0
104.25.255.152,1,1,0,220.62,0
104.25.133.33,1,1,0,220.62,0
104.16.68.120,1,1,0,220.63,0
104.20.2.24,1,1,0,220.63,0
104.16.81.187,1,1,0,220.63,0
104.16.64.8,1,1,0,220.63,0
104.27.107.97,1,1,0,220.63,0
104.16.252.164,1,1,0,220.64,0
104.27.103.82,1,1,0,220.64,0
104.16.118.207,1,1,0,220.64,0
104.16.8.83,1,1,0,220.65,0
104.20.210.206,1,1,0,220.65,0
104.18.216.252,1,1,0,220.66,0
104.16.51.106,1,1,0,220.68,0
172.65.98.149,1,1,0,220.7,0
104.20.96.80,1,1,0,220.7,0
172.66.45.58,1,1,0,220.7,0
104.16.39.4,1,1,0,220.7,0
104.16.217.197,1,1,0,220.71,0
104.18.49.218,1,1,0,220.72,0
172.67.49.111,1,1,0,220.72,0
104.23.135.100,1,1,0,220.72,0
104.24.9.151,1,1,0,220.72,0
172.67.18.185,1,1,0,220.72,0
162.159.196.242,1,1,0,220.73,0
104.18.10.129,1,1,0,220.73,0
104.17.18.203,1,1,0,220.73,0
104.20.209.219,1,1,0,220.73,0
104.20.209.224,1,1,0,220.73,0
172.64.32.80,1,1,0,220.74,0
162.159.6.200,1,1,0,220.75,0
104.21.4.56,1,1,0,220.75,0
104.17.38.29,1,1,0,220.75,0
104.16.214.118,1,1,0,220.75,0
104.25.123.108,1,1,0,220.76,0
104.16.95.202,1,1,0,220.77,0
104.23.130.243,1,1,0,220.77,0
104.23.130.244,1,1,0,220.77,0
104.17.1.25,1,1,0,220.77,0
104.16.224.176,1,1,0,220.78,0
104.25.138.207,1,1,0,220.78,0
104.27.127.253,1,1,0,220.79,0
104.17.13.94,1,1,0,220.79,0
104.27.52.144,1,1,0,220.79,0
104.27.52.141,1,1,0,220.79,0
104.21.223.7,1,1,0,220.8,0
104.21.223.71,1,1,0,220.81,0
104.17.69.42,1,1,0,220.81,0
104.23.135.63,1,1,0,220.81,0
104.27.104.102,1,1,0,220.82,0
162.159.2.35,1,1,0,220.82,0
104.17.253.65,1,1,0,220.83,0
172.67.2.109,1,1,0,220.83,0
104.16.8.102,1,1,0,220.84,0
104.27.110.238,1,1,0,220.84,0
162.159.140.226,1,1,0,220.84,0
104.16.208.249,1,1,0,220.85,0
104.16.233.40,1,1,0,220.85,0
104.16.206.232,1,1,0,220.86,0
104.26.1.221,1,1,0,220.86,0
104.20.180.204,1,1,0,220.86,0
104.16.189.13,1,1,0,220.87,0
104.16.73.117,1,1,0,220.87,0
104.24.3.239,1,1,0,220.89,0
104.24.12.80,1,1,0,220.9,0
104.27.195.0,1,1,0,220.9,0
104.20.161.224,1,1,0,220.9,0
104.16.174.5,1,1,0,220.91,0
172.65.155.229,1,1,0,220.91,0
104.16.135.248,1,1,0,220.91,0
104.23.116.27,1,1,0,220.92,0
104.27.112.188,1,1,0,220.92,0
104.16.76.188,1,1,0,220.92,0
104.16.255.235,1,1,0,220.92,0
104.27.117.170,1,1,0,220.93,0
104.16.207.213,1,1,0,220.93,0
104.16.70.86,1,1,0,220.93,0
104.24.1.146,1,1,0,220.94,0
104.27.194.74,1,1,0,220.95,0
172.65.209.63,1,1,0,220.95,0
104.16.96.129,1,1,0,220.95,0
104.16.174.82,1,1,0,220.96,0
162.159.40.244,1,1,0,220.96,0
104.19.221.152,1,1,0,220.96,0
104.19.244.181,1,1,0,220.96,0
141.101.90.210,1,1,0,220.97,0
104.25.131.242,1,1,0,220.97,0
104.24.15.171,1,1,0,220.98,0
104.19.34.74,1,1,0,220.98,0
104.16.149.145,1,1,0,220.98,0
104.16.21.160,1,1,0,220.98,0
104.27.96.212,1,1,0,220.98,0
104.25.119.243,1,1,0,220.98,0
104.24.3.25,1,1,0,220.98,0
104.16.173.136,1,1,0,220.99,0
104.25.113.159,1,1,0,220.99,0
172.65.35.185,1,1,0,220.99,0
172.65.151.118,1,1,0,220.99,0
104.16.7.247,1,1,0,220.99,0
162.159.51.180,1,1,0,221,0
104.23.97.72,1,1,0,221,0
104.16.207.22,1,1,0,221.01,0
104.27.195.151,1,1,0,221.01,0
104.27.103.42,1,1,0,221.01,0
162.159.40.83,1,1,0,221.02,0
162.159.36.142,1,1,0,221.02,0
104.20.217.166,1,1,0,221.03,0
104.16.109.111,1,1,0,221.03,0
104.16.127.16,1,1,0,221.03,0
104.16.90.223,1,1,0,221.04,0
104.16.207.190,1,1,0,221.04,0
104.16.91.60,1,1,0,221.05,0
104.22.78.152,1,1,0,221.05,0
104.16.204.199,1,1,0,221.05,0
141.101.115.136,1,1,0,221.05,0
162.159.193.126,1,1,0,221.06,0
172.65.35.100,1,1,0,221.06,0
104.18.215.72,1,1,0,221.06,0
104.24.10.225,1,1,0,221.06,0
104.27.126.74,1,1,0,221.06,0
104.25.254.198,1,1,0,221.07,0
104.24.58.111,1,1,0,221.07,0
104.22.32.157,1,1,0,221.07,0
104.25.255.150,1,1,0,221.08,0
104.16.59.44,1,1,0,221.09,0
162.159.240.124,1,1,0,221.1,0
172.67.26.177,1,1,0,221.1,0
172.64.50.236,1,1,0,221.11,0
104.16.173.112,1,1,0,221.11,0
104.24.10.68,1,1,0,221.11,0
104.16.114.138,1,1,0,221.11,0
104.16.181.45,1,1,0,221.11,0
104.25.96.71,1,1,0,221.11,0
162.159.36.87,1,1,0,221.12,0
104.16.176.122,1,1,0,221.12,0
104.16.176.90,1,1,0,221.12,0
104.16.92.148,1,1,0,221.13,0
162.159.241.219,1,1,0,221.13,0
198.41.211.126,1,1,0,221.13,0
104.16.114.87,1,1,0,221.15,0
172.65.44.130,1,1,0,221.15,0
104.16.38.1,1,1,0,221.16,0
104.24.3.207,1,1,0,221.17,0
104.18.182.71,1,1,0,221.17,0
104.16.188.27,1,1,0,221.17,0
172.65.150.124,1,1,0,221.17,0
162.159.196.24,1,1,0,221.18,0
162.159.2.14,1,1,0,221.18,0
104.16.201.119,1,1,0,221.19,0
104.16.66.65,1,1,0,221.19,0
104.16.66.53,1,1,0,221.19,0
104.23.130.241,1,1,0,221.2,0
104.25.124.48,1,1,0,221.2,0
172.67.50.226,1,1,0,221.2,0
104.16.252.50,1,1,0,221.21,0
104.16.207.251,1,1,0,221.22,0
104.17.5.97,1,1,0,221.23,0
104.16.92.75,1,1,0,221.23,0
172.64.49.149,1,1,0,221.23,0
104.22.48.181,1,1,0,221.23,0
172.67.3.96,1,1,0,221.24,0
104.19.26.239,1,1,0,221.24,0
104.17.1.248,1,1,0,221.24,0
104.16.57.110,1,1,0,221.24,0
104.17.59.143,1,1,0,221.25,0
172.67.24.227,1,1,0,221.25,0
104.17.26.214,1,1,0,221.25,0
162.159.5.249,1,1,0,221.26,0
162.159.24.253,1,1,0,221.26,0
104.16.13.34,1,1,0,221.26,0
104.24.14.151,1,1,0,221.26,0
162.159.200.96,1,1,0,221.27,0
172.64.48.147,1,1,0,221.27,0
172.64.48.150,1,1,0,221.27,0
104.16.116.52,1,1,0,221.28,0
104.16.204.31,1,1,0,221.28,0
104.17.186.4,1,1,0,221.28,0
162.159.250.152,1,1,0,221.28,0
104.27.10.23,1,1,0,221.28,0
104.16.150.18,1,1,0,221.29,0
198.41.222.77,1,1,0,221.3,0
104.20.205.105,1,1,0,221.31,0
104.21.13.100,1,1,0,221.31,0
104.24.14.134,1,1,0,221.31,0
104.16.178.220,1,1,0,221.31,0
104.21.15.5,1,1,0,221.32,0
104.16.42.114,1,1,0,221.33,0
104.19.11.235,1,1,0,221.33,0
198.41.211.35,1,1,0,221.33,0
198.41.195.130,1,1,0,221.34,0
172.65.98.170,1,1,0,221.34,0
104.16.64.16,1,1,0,221.34,0
104.27.103.131,1,1,0,221.35,0
104.17.129.138,1,1,0,221.35,0
104.16.203.229,1,1,0,221.36,0
104.25.123.103,1,1,0,221.36,0
104.16.64.11,1,1,0,221.37,0
104.16.227.45,1,1,0,221.37,0
104.16.73.112,1,1,0,221.37,0
104.16.73.113,1,1,0,221.37,0
104.23.134.216,1,1,0,221.38,0
104.16.79.183,1,1,0,221.38,0
172.64.53.164,1,1,0,221.39,0
104.24.4.10,1,1,0,221.39,0
172.65.39.165,1,1,0,221.39,0
104.20.88.221,1,1,0,221.4,0
104.16.97.195,1,1,0,221.4,0
104.17.27.0,1,1,0,221.4,0
104.19.1.171,1,1,0,221.4,0
162.159.130.207,1,1,0,221.4,0
172.65.158.240,1,1,0,221.4,0
104.27.120.12,1,1,0,221.4,0
104.16.54.192,1,1,0,221.41,0
104.16.18.168,1,1,0,221.41,0
104.27.121.254,1,1,0,221.41,0
104.27.117.132,1,1,0,221.42,0
198.41.222.101,1,1,0,221.42,0
104.18.15.99,1,1,0,221.42,0
104.18.218.163,1,1,0,221.42,0
104.20.24.147,1,1,0,221.42,0
104.20.24.150,1,1,0,221.42,0
104.19.10.253,1,1,0,221.42,0
104.25.119.130,1,1,0,221.42,0
104.16.33.185,1,1,0,221.43,0
104.20.215.23,1,1,0,221.43,0
104.16.93.91,1,1,0,221.43,0
141.101.115.30,1,1,0,221.44,0
104.16.175.79,1,1,0,221.44,0
104.27.5.217,1,1,0,221.45,0
172.67.7.77,1,1,0,221.45,0
104.18.16.228,1,1,0,221.45,0
104.16.121.16,1,1,0,221.46,0
104.16.28.160,1,1,0,221.46,0
104.16.14.27,1,1,0,221.47,0
172.67.17.149,1,1,0,221.47,0
104.23.134.157,1,1,0,221.47,0
104.16.157.84,1,1,0,221.47,0
104.16.157.85,1,1,0,221.47,0
104.16.182.192,1,1,0,221.48,0
104.16.4.9,1,1,0,221.49,0
104.16.8.84,1,1,0,221.49,0
198.41.211.59,1,1,0,221.49,0
104.27.97.247,1,1,0,221.49,0
104.16.59.201,1,1,0,221.49,0
172.67.16.142,1,1,0,221.49,0
104.16.93.75,1,1,0,221.5,0
104.27.121.6,1,1,0,221.5,0
104.23.136.3,1,1,0,221.51,0
104.17.235.181,1,1,0,221.51,0
104.16.126.237,1,1,0,221.51,0
104.17.0.221,1,1,0,221.51,0
172.67.21.213,1,1,0,221.52,0
104.16.253.201,1,1,0,221.52,0
141.101.114.125,1,1,0,221.52,0
172.66.45.134,1,1,0,221.52,0
104.16.198.229,1,1,0,221.52,0
104.16.116.45,1,1,0,221.52,0
104.27.118.84,1,1,0,221.52,0
104.25.130.162,1,1,0,221.53,0
104.20.234.210,1,1,0,221.53,0
104.16.207.239,1,1,0,221.53,0
104.16.34.167,1,1,0,221.53,0
162.159.20.107,1,1,0,221.53,0
104.20.210.76,1,1,0,221.54,0
162.159.130.166,1,1,0,221.55,0
162.159.51.83,1,1,0,221.55,0
162.159.6.49,1,1,0,221.55,0
162.159.255.106,1,1,0,221.55,0
104.16.204.57,1,1,0,221.56,0
104.16.24.24,1,1,0,221.56,0
104.25.131.156,1,1,0,221.57,0
104.16.117.234,1,1,0,221.57,0
